product_id,product_name,brand,category,department,sub_department,base_price,unit_of_measure,is_perishable,supplier_id
835,brand dynamic niches,Garcia,Clothing - Accessories,Clothing,Accessories,90.15,each,False,81
836,expedite open-source web-readiness,Campbell,Automotive - Tools,Automotive,Tools,262.67,oz,False,69
837,transform innovative e-tailers,"Smith,",Garden - Outdoor Furniture,Garden,Outdoor Furniture,241.85,each,False,12
838,aggregate robust action-items,Miller-Hudson,Beauty - Hair Care,Beauty,Hair Care,184.15,ml,False,20
839,integrate compelling paradigms,Edwards,Garden - Plants,Garden,Plants,2.04,each,False,45
840,implement synergistic technologies,Porter-Edwards,Garden - Grills,Garden,Grills,268.47,gal,False,63
841,strategize synergistic channels,"Leonard,",Beauty - Hair Care,Beauty,Hair Care,6.54,ml,False,38
842,deliver mission-critical mindshare,Johnson,Automotive - Accessories,Automotive,Accessories,398.78,oz,False,48
843,syndicate robust technologies,Hernandez,Home - Living Room,Home,Living Room,441.31,set,False,51
844,evolve e-business e-services,Aguirre,Home - Bathroom,Home,Bathroom,358.03,set,False,49
845,orchestrate granular mindshare,"Gay,",Home - Bedroom,Home,Bedroom,41.44,each,False,67
846,revolutionize cross-platform systems,Morgan,Automotive - Oil & Fluids,Automotive,Oil & Fluids,143.76,oz,False,69
847,re-intermediate user-centric paradigms,"Schroeder,",Garden - Grills,Garden,Grills,95.61,each,False,24
848,re-intermediate intuitive eyeballs,"Burton,",Clothing - Children,Clothing,Children,56.95,each,False,80
849,orchestrate extensible schemas,Porter,Beauty - Hair Care,Beauty,Hair Care,350.83,ml,False,25
850,harness frictionless technologies,Jones,Toys - Action Figures,Toys,Action Figures,77.76,each,False,24
851,disintermediate synergistic infrastructures,White,Electronics - Phones,Electronics,Phones,136.05,each,False,94
852,morph collaborative portals,Santos-Taylor,Grocery - Produce,Grocery,Produce,46.91,oz,True,64
853,embrace holistic paradigms,Trevino-Morales,Home - Bedroom,Home,Bedroom,211.27,set,False,48
854,iterate end-to-end systems,Hunt-Weber,Beauty - Makeup,Beauty,Makeup,166.45,oz,False,8
855,harness out-of-the-box infrastructures,"Gutierrez,",Garden - Grills,Garden,Grills,37.54,lb,False,24
856,innovate revolutionary e-business,"Brown,",Home - Bedroom,Home,Bedroom,408.98,each,False,16
857,engage value-added eyeballs,Roberts,Home - Living Room,Home,Living Room,386.06,set,False,32
858,maximize wireless partnerships,Price,Grocery - Produce,Grocery,Produce,231.49,oz,True,67
859,repurpose e-business convergence,Mcdonald-Nichols,Home - Living Room,Home,Living Room,195.77,set,False,42
860,transition plug-and-play platforms,White,Clothing - Men,Clothing,Men,372.86,each,False,33
861,redefine impactful e-commerce,Morales,Beauty - Hair Care,Beauty,Hair Care,100.95,oz,False,86
862,harness cross-platform metrics,Lewis-Figueroa,Home - Kitchen,Home,Kitchen,119.5,set,False,42
863,embrace efficient bandwidth,Gardner,Grocery - Produce,Grocery,Produce,397.6,oz,True,51
864,orchestrate killer vortals,"Johnson,",Home - Kitchen,Home,Kitchen,484.47,set,False,89
865,re-contextualize bricks-and-clicks e-commerce,Lewis-Lewis,Automotive - Accessories,Automotive,Accessories,186.95,each,False,32
866,utilize cutting-edge niches,Reid-Miller,Clothing - Shoes,Clothing,Shoes,47.51,each,False,98
867,optimize efficient interfaces,Evans,Grocery - Dairy,Grocery,Dairy,179.04,lb,True,90
868,grow next-generation deliverables,Caldwell,Health - Vitamins,Health,Vitamins,64.65,count,False,41
869,reinvent scalable infrastructures,Peterson-Mullins,Health - First Aid,Health,First Aid,403.14,oz,False,94
870,leverage 24/365 convergence,Olson-Nichols,Home - Kitchen,Home,Kitchen,345.24,set,False,93
871,generate granular e-commerce,Gaines-Hudson,Clothing - Children,Clothing,Children,449.52,each,False,91
872,transition value-added schemas,"Gonzalez,",Beauty - Bath & Body,Beauty,Bath & Body,148.76,each,False,63
873,orchestrate world-class web services,"Newton,",Home - Dining,Home,Dining,94.93,set,False,42
874,orchestrate ubiquitous eyeballs,Lin-Wilson,Beauty - Hair Care,Beauty,Hair Care,434.09,each,False,71
875,innovate transparent portals,"Bowen,",Clothing - Men,Clothing,Men,266.5,each,False,38
876,iterate end-to-end functionalities,Fowler-Lane,Garden - Decor,Garden,Decor,184.81,each,False,100
877,integrate killer solutions,Horton-Schroeder,Health - Personal Care,Health,Personal Care,367.35,count,False,80
878,expedite enterprise e-tailers,Clark-Lee,Toys - Outdoor,Toys,Outdoor,120.91,each,False,85
879,innovate value-added relationships,Smith-Mosley,Health - Personal Care,Health,Personal Care,96.54,each,False,64
880,deliver 24/7 models,"Duarte,",Health - Medicine,Health,Medicine,307.28,oz,False,53
881,e-enable cutting-edge deliverables,Wilson-Thompson,Toys - Action Figures,Toys,Action Figures,49.93,each,False,6
882,brand out-of-the-box ROI,"Larson,",Clothing - Women,Clothing,Women,436.99,each,False,14
883,iterate user-centric functionalities,Park-Pace,Beauty - Skincare,Beauty,Skincare,51.17,each,False,83
884,productize mission-critical infrastructures,Davis,Sporting Goods - Water Sports,Sporting Goods,Water Sports,263.85,pair,False,76
885,re-intermediate transparent platforms,Brady-Hanson,Garden - Plants,Garden,Plants,184.43,gal,False,92
886,incubate mission-critical functionalities,Gordon-Shaffer,Electronics - Computers,Electronics,Computers,465.24,each,False,84
887,repurpose distributed e-markets,Walker,Beauty - Makeup,Beauty,Makeup,235.08,each,False,8
888,engage enterprise initiatives,Gates,Toys - Outdoor,Toys,Outdoor,372.24,set,False,48
889,seize plug-and-play e-markets,"Padilla,",Grocery - Frozen,Grocery,Frozen,134.37,oz,False,94
890,disintermediate magnetic mindshare,Adams-Hopkins,Electronics - Phones,Electronics,Phones,40.8,each,False,67
891,monetize next-generation methodologies,Smith,Electronics - Computers,Electronics,Computers,363.13,each,False,25
892,integrate value-added web-readiness,Gibbs,Home - Dining,Home,Dining,329.11,each,False,72
893,transition turn-key supply-chains,Haley,Health - Personal Care,Health,Personal Care,373.55,each,False,74
894,incentivize impactful solutions,"Newman,",Toys - Educational,Toys,Educational,351.86,set,False,14
895,maximize cutting-edge channels,"Myers,",Clothing - Women,Clothing,Women,275.87,each,False,85
896,harness granular e-commerce,Garcia,Clothing - Accessories,Clothing,Accessories,499.21,each,False,46
897,deliver 24/7 functionalities,"Mueller,",Toys - Outdoor,Toys,Outdoor,495.74,set,False,48
898,morph granular vortals,Davis,Sporting Goods - Water Sports,Sporting Goods,Water Sports,413.42,set,False,78
899,brand value-added functionalities,"Hernandez,",Home - Dining,Home,Dining,273.71,set,False,99
900,evolve enterprise web-readiness,"Gross,",Health - First Aid,Health,First Aid,181.27,oz,False,58
901,revolutionize synergistic ROI,Delgado,Sporting Goods - Fitness,Sporting Goods,Fitness,363.69,set,False,77
902,monetize dynamic users,Barber,Grocery - Frozen,Grocery,Frozen,69.26,count,False,1
903,revolutionize back-end web services,Hill,Garden - Tools,Garden,Tools,108.97,lb,False,3
904,whiteboard vertical functionalities,"Camacho,",Garden - Decor,Garden,Decor,256.6,gal,False,74
905,embrace sticky eyeballs,Green-White,Clothing - Men,Clothing,Men,20.78,each,False,20
906,optimize rich relationships,Myers,Clothing - Children,Clothing,Children,184.8,each,False,30
907,generate vertical e-markets,Tucker,Garden - Outdoor Furniture,Garden,Outdoor Furniture,47.76,lb,False,73
908,optimize best-of-breed methodologies,Brooks-Edwards,Home - Kitchen,Home,Kitchen,362.33,set,False,23
909,redefine customized communities,Evans,Beauty - Bath & Body,Beauty,Bath & Body,410.11,oz,False,77
910,repurpose robust initiatives,Chaney-Webb,Garden - Plants,Garden,Plants,365.92,gal,False,49
911,re-intermediate clicks-and-mortar communities,"Harmon,",Electronics - Computers,Electronics,Computers,461.08,each,False,45
912,utilize vertical deliverables,"Hodges,",Sporting Goods - Water Sports,Sporting Goods,Water Sports,465.25,each,False,99
913,productize killer web-readiness,Taylor-Miller,Home - Dining,Home,Dining,464.46,set,False,7
914,scale end-to-end niches,Olson-Ashley,Garden - Decor,Garden,Decor,22.5,gal,False,73
915,seize distributed bandwidth,"Lamb,",Clothing - Children,Clothing,Children,252.19,each,False,20
916,re-contextualize dynamic portals,Gonzalez,Grocery - Meat,Grocery,Meat,485.57,oz,True,29
917,empower impactful platforms,"Mcguire,",Sporting Goods - Team Sports,Sporting Goods,Team Sports,393.6,each,False,17
918,architect holistic e-commerce,Henderson-Burgess,Toys - Action Figures,Toys,Action Figures,238.97,each,False,71
919,transition turn-key e-business,Lawson,Sporting Goods - Team Sports,Sporting Goods,Team Sports,44.36,pair,False,56
920,aggregate synergistic relationships,"Weiss,",Clothing - Women,Clothing,Women,241.49,each,False,63
921,deliver dot-com applications,Carter-Serrano,Sporting Goods - Winter Sports,Sporting Goods,Winter Sports,99.65,pair,False,95
922,visualize synergistic interfaces,Wilson,Health - Medicine,Health,Medicine,122.66,oz,False,100
923,brand viral convergence,Jones,Sporting Goods - Team Sports,Sporting Goods,Team Sports,342.99,pair,False,12
924,disintermediate out-of-the-box eyeballs,Martinez-Flores,Electronics - Audio,Electronics,Audio,212.91,each,False,25
925,implement open-source e-tailers,Bradley-Morris,Toys - Dolls,Toys,Dolls,297.74,each,False,99
926,enhance innovative architectures,Guzman-Rose,Garden - Tools,Garden,Tools,493.84,gal,False,57
927,transform efficient metrics,"Jones,",Automotive - Accessories,Automotive,Accessories,221.34,each,False,26
928,engineer user-centric vortals,Gonzalez-Williams,Toys - Puzzles,Toys,Puzzles,379.34,each,False,15
929,synthesize rich paradigms,Fisher-Martinez,Grocery - Produce,Grocery,Produce,474.56,lb,True,37
930,leverage world-class applications,Young-Smith,Grocery - Bakery,Grocery,Bakery,347.5,oz,True,40
931,utilize clicks-and-mortar bandwidth,Anderson-Rasmussen,Beauty - Fragrance,Beauty,Fragrance,13.32,oz,False,95
932,integrate revolutionary supply-chains,"Smith,",Health - Medicine,Health,Medicine,103.48,each,False,97
933,deploy seamless niches,Molina-Ross,Garden - Decor,Garden,Decor,242.54,gal,False,19
934,engage turn-key models,"Williams,",Grocery - Meat,Grocery,Meat,292.33,oz,True,33
935,synthesize 24/7 relationships,"Garcia,",Clothing - Men,Clothing,Men,143.43,each,False,7
936,enable sticky vortals,"Ramsey,",Beauty - Makeup,Beauty,Makeup,35.16,each,False,35
937,drive out-of-the-box users,Villa,Toys - Action Figures,Toys,Action Figures,11.49,set,False,30
938,morph revolutionary initiatives,Valentine,Sporting Goods - Winter Sports,Sporting Goods,Winter Sports,488.34,each,False,41
939,morph open-source e-business,Nelson-Jackson,Beauty - Bath & Body,Beauty,Bath & Body,266.71,oz,False,26
940,enable ubiquitous initiatives,Flores,Health - Personal Care,Health,Personal Care,281.21,each,False,3
941,engineer transparent functionalities,Barnett-Boyd,Grocery - Produce,Grocery,Produce,461.28,count,True,43
942,incentivize compelling web services,Bray-Morris,Beauty - Fragrance,Beauty,Fragrance,372.7,oz,False,45
943,drive compelling e-services,Baker,Toys - Dolls,Toys,Dolls,313.36,each,False,65
944,unleash strategic convergence,"Houston,",Garden - Plants,Garden,Plants,313.63,lb,False,4
945,iterate best-of-breed partnerships,Bonilla,Health - First Aid,Health,First Aid,114.33,oz,False,51
946,architect value-added web services,Mcdonald,Clothing - Men,Clothing,Men,365.48,each,False,54
947,aggregate holistic platforms,Clark-Garza,Home - Dining,Home,Dining,78.06,set,False,78
948,mesh turn-key content,"Gibson,",Toys - Educational,Toys,Educational,272.02,each,False,84
949,redefine end-to-end e-services,Cruz-Chavez,Clothing - Accessories,Clothing,Accessories,271.58,each,False,18
950,re-intermediate 24/365 interfaces,Jones,Garden - Decor,Garden,Decor,454.95,lb,False,99
951,leverage extensible networks,"Garcia,",Clothing - Accessories,Clothing,Accessories,458.71,each,False,9
952,embrace web-enabled web-readiness,Lopez-Johnson,Health - Wellness,Health,Wellness,474.39,count,False,24
953,repurpose customized convergence,Wilson-Pierce,Toys - Puzzles,Toys,Puzzles,364.08,set,False,53
954,seize user-centric e-tailers,Sanders,Sporting Goods - Team Sports,Sporting Goods,Team Sports,222.61,pair,False,95
955,deliver open-source markets,Nelson-Davis,Garden - Tools,Garden,Tools,389.99,each,False,17
956,visualize enterprise e-commerce,Carter,Clothing - Men,Clothing,Men,381.69,each,False,78
957,reinvent efficient deliverables,"Snyder,",Automotive - Electronics,Automotive,Electronics,116.98,each,False,30
958,visualize interactive initiatives,Wilson,Grocery - Bakery,Grocery,Bakery,41.57,gal,True,18
959,maximize real-time action-items,Patel,Health - Wellness,Health,Wellness,235.43,each,False,48
960,enhance wireless interfaces,Garcia-Gross,Clothing - Shoes,Clothing,Shoes,246.73,each,False,21
961,matrix real-time models,Jackson,Home - Bathroom,Home,Bathroom,18.04,each,False,35
962,seize front-end metrics,Gross-Davis,Sporting Goods - Camping,Sporting Goods,Camping,371.69,each,False,97
963,deliver compelling content,"Allen,",Home - Kitchen,Home,Kitchen,90.17,set,False,79
964,reinvent open-source bandwidth,Rivers,Beauty - Hair Care,Beauty,Hair Care,433.64,oz,False,55
965,syndicate cutting-edge supply-chains,Thompson,Sporting Goods - Fitness,Sporting Goods,Fitness,304.74,set,False,93
966,matrix intuitive communities,"Wolf,",Toys - Educational,Toys,Educational,306.52,each,False,67
967,syndicate clicks-and-mortar models,Kennedy,Electronics - Audio,Electronics,Audio,229.53,each,False,32
968,transition vertical networks,"Mooney,",Health - Wellness,Health,Wellness,199.0,each,False,6
969,leverage B2B platforms,Torres,Health - Personal Care,Health,Personal Care,259.02,each,False,7
970,facilitate customized models,"Bell,",Home - Bedroom,Home,Bedroom,220.89,set,False,100
971,morph bricks-and-clicks bandwidth,Carey,Garden - Grills,Garden,Grills,84.9,lb,False,79
972,unleash open-source deliverables,"Vincent,",Grocery - Frozen,Grocery,Frozen,452.02,gal,False,83
973,embrace real-time methodologies,"Chandler,",Beauty - Makeup,Beauty,Makeup,361.87,oz,False,24
974,iterate magnetic web services,Howard,Automotive - Electronics,Automotive,Electronics,69.37,qt,False,42
975,incentivize user-centric relationships,Garner,Beauty - Makeup,Beauty,Makeup,91.07,each,False,92
976,redefine enterprise functionalities,Sheppard,Home - Living Room,Home,Living Room,46.9,set,False,89
977,innovate customized deliverables,Baker,Clothing - Men,Clothing,Men,47.4,each,False,82
978,seize open-source interfaces,"Butler,",Toys - Action Figures,Toys,Action Figures,262.85,set,False,94
979,integrate cross-platform e-business,Hamilton,Health - Wellness,Health,Wellness,474.97,oz,False,71
980,maximize cross-media technologies,Montes,Sporting Goods - Fitness,Sporting Goods,Fitness,384.58,set,False,73
981,re-contextualize B2B bandwidth,"Hernandez,",Clothing - Women,Clothing,Women,434.66,each,False,99
982,repurpose granular content,Roberts-Marsh,Grocery - Meat,Grocery,Meat,155.4,gal,True,37
983,implement ubiquitous paradigms,Campbell,Clothing - Men,Clothing,Men,449.46,each,False,1
984,embrace scalable models,Smith-Bell,Automotive - Oil & Fluids,Automotive,Oil & Fluids,8.07,qt,False,64
985,e-enable clicks-and-mortar markets,Taylor-Koch,Health - Vitamins,Health,Vitamins,304.77,oz,False,31
986,generate B2C infrastructures,"Nelson,",Home - Dining,Home,Dining,330.41,set,False,53
987,benchmark strategic technologies,Johnson,Beauty - Makeup,Beauty,Makeup,301.4,oz,False,32
988,incentivize integrated e-commerce,Rasmussen-Garcia,Health - First Aid,Health,First Aid,310.63,each,False,27
989,morph seamless metrics,Thompson-Graham,Grocery - Produce,Grocery,Produce,75.82,count,True,5
990,matrix world-class applications,Vega,Clothing - Men,Clothing,Men,334.15,each,False,43
991,morph global e-markets,"Gonzalez,",Electronics - Computers,Electronics,Computers,56.22,each,False,21
992,re-contextualize plug-and-play users,Bennett,Garden - Decor,Garden,Decor,331.13,gal,False,77
993,transform global deliverables,Benson-Gordon,Automotive - Electronics,Automotive,Electronics,90.34,qt,False,96
994,innovate synergistic bandwidth,Patterson-Fisher,Automotive - Oil & Fluids,Automotive,Oil & Fluids,465.87,each,False,99
995,deploy plug-and-play web-readiness,"Johnson,",Garden - Outdoor Furniture,Garden,Outdoor Furniture,185.54,lb,False,9
996,enable seamless action-items,"Hunt,",Sporting Goods - Winter Sports,Sporting Goods,Winter Sports,34.32,set,False,18
997,maximize distributed markets,Martinez-Santiago,Electronics - Phones,Electronics,Phones,165.94,each,False,68
998,target ubiquitous markets,Brown,Home - Bathroom,Home,Bathroom,306.79,each,False,74
999,transform open-source metrics,Short,Health - Vitamins,Health,Vitamins,242.85,each,False,78
1000,syndicate open-source markets,Yang,Garden - Grills,Garden,Grills,305.19,lb,False,34
